,country,year,fertility_rate,population_rate,life_expentancy_rate,continent
3553,Djibouti,2005,3.99,778406.0,60.7,Africa
3554,Djibouti,2006,3.91,788941.0,60.7,Africa
3555,Djibouti,2007,3.83,799309.0,61.5,Africa
3556,Djibouti,2008,3.76,809639.0,61.8,Africa
3557,Djibouti,2009,3.68,820097.0,62.1,Africa
3558,Djibouti,2010,3.6,830802.0,62.3,Africa
3559,Djibouti,2011,3.53,841802.0,62.5,Africa
3560,Djibouti,2012,3.46,853069.0,62.8,Africa
3561,Djibouti,2013,3.39,864554.0,63.1,Africa
3562,Djibouti,2014,3.32,876174.0,63.1,Africa
3563,Djibouti,2015,3.26,887861.0,63.8,Africa
3670,Dominican Republic,1960,7.56,3294039.0,53.37,North America
3671,Dominican Republic,1961,7.49,3406299.0,54.17,North America
3672,Dominican Republic,1962,7.4,3521276.0,54.97,North America
3673,Dominican Republic,1963,7.3,3638628.0,55.75,North America
3674,Dominican Republic,1964,7.19,3757962.0,56.52,North America
3675,Dominican Republic,1965,7.05,3878952.0,57.28,North America
3676,Dominican Republic,1966,6.9,4001377.0,58.02,North America
3677,Dominican Republic,1967,6.74,4125107.0,58.75,North America
3678,Dominican Republic,1968,6.56,4250026.0,59.47,North America
3679,Dominican Republic,1969,6.38,4376056.0,60.16,North America
3680,Dominican Republic,1970,6.18,4503114.0,60.83,North America
3681,Dominican Republic,1971,5.98,4631114.0,61.47,North America
3682,Dominican Republic,1972,5.78,4759935.0,62.09,North America
3683,Dominican Republic,1973,5.58,4889437.0,62.67,North America
3684,Dominican Republic,1974,5.38,5019471.0,63.23,North America
3685,Dominican Republic,1975,5.19,5149934.0,63.75,North America
3686,Dominican Republic,1976,5.01,5280727.0,64.25,North America
3687,Dominican Republic,1977,4.85,5411867.0,64.73,North America
3688,Dominican Republic,1978,4.69,5543520.0,65.19,North America
3689,Dominican Republic,1979,4.55,5675930.0,65.65,North America
3690,Dominican Republic,1980,4.42,5809271.0,66.12,North America
3691,Dominican Republic,1981,4.3,5943591.0,66.6,North America
3692,Dominican Republic,1982,4.19,6078816.0,67.11,North America
3693,Dominican Republic,1983,4.08,6214857.0,67.63,North America
3694,Dominican Republic,1984,3.98,6351572.0,68.18,North America
3695,Dominican Republic,1985,3.88,6488857.0,68.75,North America
3696,Dominican Republic,1986,3.78,6626544.0,69.34,North America
3697,Dominican Republic,1987,3.7,6764623.0,69.96,North America
3698,Dominican Republic,1988,3.61,6903314.0,70.58,North America
3699,Dominican Republic,1989,3.54,7042940.0,71.2,North America
3700,Dominican Republic,1990,3.47,7183646.0,71.8,North America
3701,Dominican Republic,1991,3.4,7325622.0,72.2,North America
3702,Dominican Republic,1992,3.33,7468551.0,72.5,North America
3703,Dominican Republic,1993,3.26,7611463.0,72.5,North America
3704,Dominican Republic,1994,3.2,7753052.0,72.5,North America
3705,Dominican Republic,1995,3.13,7892420.0,72.6,North America
3706,Dominican Republic,1996,3.07,8029114.0,72.6,North America
3707,Dominican Republic,1997,3.01,8163474.0,72.9,North America
3708,Dominican Republic,1998,2.97,8296375.0,72.9,North America
3709,Dominican Republic,1999,2.93,8429116.0,73.2,North America
3710,Dominican Republic,2000,2.89,8562623.0,73.3,North America
3711,Dominican Republic,2001,2.86,8697127.0,73.4,North America
3712,Dominican Republic,2002,2.84,8832286.0,73.5,North America
3713,Dominican Republic,2003,2.81,8967759.0,73.5,North America
3714,Dominican Republic,2004,2.78,9102997.0,73.1,North America
3715,Dominican Republic,2005,2.75,9237565.0,73.3,North America
3716,Dominican Republic,2006,2.72,9371333.0,73.5,North America
3717,Dominican Republic,2007,2.69,9504336.0,73.7,North America
3718,Dominican Republic,2008,2.65,9636491.0,74.1,North America
3719,Dominican Republic,2009,2.62,9767737.0,74.3,North America
3720,Dominican Republic,2010,2.58,9897983.0,74.4,North America
3721,Dominican Republic,2011,2.55,10027140.0,74.6,North America
3722,Dominican Republic,2012,2.52,10155036.0,74.7,North America
3723,Dominican Republic,2013,2.48,10281408.0,74.9,North America
3724,Dominican Republic,2014,2.45,10405943.0,75.1,North America
3725,Dominican Republic,2015,2.42,10528391.0,75.3,North America
3751,Ecuador,1960,6.69,4545548.0,54.09,South America
3752,Ecuador,1961,6.67,4676858.0,54.77,South America
3753,Ecuador,1962,6.65,4812892.0,55.42,South America
3754,Ecuador,1963,6.62,4953735.0,56.01,South America
3755,Ecuador,1964,6.59,5099470.0,56.53,South America
3756,Ecuador,1965,6.55,5250120.0,57.02,South America
3757,Ecuador,1966,6.49,5405692.0,57.47,South America
3758,Ecuador,1967,6.42,5566057.0,57.89,South America
3759,Ecuador,1968,6.34,5730908.0,58.32,South America
3760,Ecuador,1969,6.24,5899842.0,58.76,South America
3761,Ecuador,1970,6.13,6072520.0,59.21,South America
3762,Ecuador,1971,6.01,6248831.0,59.67,South America
3763,Ecuador,1972,5.87,6428707.0,60.16,South America
3764,Ecuador,1973,5.74,6611916.0,60.67,South America
3765,Ecuador,1974,5.59,6798205.0,61.18,South America
3766,Ecuador,1975,5.45,6987393.0,61.73,South America
3767,Ecuador,1976,5.3,7179399.0,62.3,South America
3768,Ecuador,1977,5.16,7374235.0,62.9,South America
3769,Ecuador,1978,5.02,7571953.0,63.51,South America
3770,Ecuador,1979,4.88,7772652.0,64.16,South America
3771,Ecuador,1980,4.74,7976449.0,64.82,South America
3772,Ecuador,1981,4.62,8183194.0,65.49,South America
3773,Ecuador,1982,4.51,8392935.0,66.17,South America
3774,Ecuador,1983,4.4,8606214.0,66.85,South America
3775,Ecuador,1984,4.31,8823746.0,67.53,South America
3776,Ecuador,1985,4.22,9045977.0,68.18,South America
3777,Ecuador,1986,4.13,9272905.0,68.83,South America
3778,Ecuador,1987,4.04,9504132.0,69.46,South America
3779,Ecuador,1988,3.96,9739179.0,70.06,South America
3780,Ecuador,1989,3.86,9977380.0,70.64,South America
3781,Ecuador,1990,3.77,10218085.0,71.2,South America
3782,Ecuador,1991,3.67,10460988.0,71.4,South America
3783,Ecuador,1992,3.58,10705670.0,71.7,South America
3784,Ecuador,1993,3.49,10951200.0,71.8,South America
3785,Ecuador,1994,3.41,11196476.0,72.2,South America
3786,Ecuador,1995,3.34,11440576.0,72.3,South America
3787,Ecuador,1996,3.27,11683480.0,72.5,South America
3788,Ecuador,1997,3.21,11924991.0,72.7,South America
3789,Ecuador,1998,3.16,12163887.0,72.8,South America
3790,Ecuador,1999,3.11,12398691.0,73.1,South America
3791,Ecuador,2000,3.07,12628596.0,73.2,South America
3792,Ecuador,2001,3.03,12852753.0,73.4,South America
3793,Ecuador,2002,2.98,13072056.0,73.6,South America
3794,Ecuador,2003,2.94,13289600.0,73.7,South America
3795,Ecuador,2004,2.9,13509645.0,73.9,South America
3796,Ecuador,2005,2.85,13735232.0,74.1,South America
3797,Ecuador,2006,2.81,13967490.0,74.3,South America
3798,Ecuador,2007,2.77,14205479.0,74.5,South America
3799,Ecuador,2008,2.73,14447600.0,74.7,South America
3800,Ecuador,2009,2.69,14691310.0,74.9,South America
3801,Ecuador,2010,2.66,14934692.0,75.1,South America
3802,Ecuador,2011,2.62,15177280.0,75.3,South America
3803,Ecuador,2012,2.59,15419493.0,75.5,South America
3804,Ecuador,2013,2.56,15661312.0,75.6,South America
3805,Ecuador,2014,2.53,15902916.0,75.8,South America
3806,Ecuador,2015,2.5,16144363.0,75.9,South America
3832,Egypt,1960,6.63,27072397.0,48.31,Africa
3833,Egypt,1961,6.61,27810001.0,48.89,Africa
3834,Egypt,1962,6.57,28560741.0,49.43,Africa
3835,Egypt,1963,6.53,29322709.0,49.94,Africa
3836,Egypt,1964,6.47,30094082.0,50.42,Africa
3837,Egypt,1965,6.41,30872982.0,50.88,Africa
3838,Egypt,1966,6.33,31660914.0,51.29,Africa
3839,Egypt,1967,6.24,32456565.0,51.65,Africa
3840,Egypt,1968,6.14,33252275.0,51.97,Africa
3841,Egypt,1969,6.04,34038147.0,52.25,Africa
3842,Egypt,1970,5.94,34808599.0,52.54,Africa
3843,Egypt,1971,5.85,35561087.0,52.88,Africa
3844,Egypt,1972,5.76,36302154.0,53.31,Africa
3845,Egypt,1973,5.69,37046807.0,53.84,Africa
3846,Egypt,1974,5.63,37815578.0,54.46,Africa
3847,Egypt,1975,5.59,38624410.0,55.17,Africa
3848,Egypt,1976,5.55,39478585.0,55.93,Africa
3849,Egypt,1977,5.51,40377668.0,56.69,Africa
3850,Egypt,1978,5.47,41324806.0,57.45,Africa
3851,Egypt,1979,5.42,42321740.0,58.16,Africa
3852,Egypt,1980,5.37,43369552.0,58.85,Africa
3853,Egypt,1981,5.31,44465918.0,59.52,Africa
3854,Egypt,1982,5.25,45610430.0,60.21,Africa
3855,Egypt,1983,5.19,46807221.0,60.93,Africa
3856,Egypt,1984,5.12,48061546.0,61.65,Africa
3857,Egypt,1985,5.05,49373806.0,62.38,Africa
3858,Egypt,1986,4.95,50748187.0,63.07,Africa
3859,Egypt,1987,4.83,52173840.0,63.7,Africa
3860,Egypt,1988,4.68,53617678.0,64.27,Africa
3861,Egypt,1989,4.52,55035937.0,64.76,Africa
3862,Egypt,1990,4.35,56397273.0,65.2,Africa
3863,Egypt,1991,4.18,57689828.0,65.4,Africa
3864,Egypt,1992,4.02,58922018.0,66.1,Africa
3865,Egypt,1993,3.88,60108373.0,66.4,Africa
3866,Egypt,1994,3.76,61272847.0,66.7,Africa
3867,Egypt,1995,3.66,62434527.0,67.4,Africa
3868,Egypt,1996,3.58,63595629.0,67.9,Africa
3869,Egypt,1997,3.51,64754566.0,68.2,Africa
3870,Egypt,1998,3.44,65922626.0,68.6,Africa
3871,Egypt,1999,3.37,67112877.0,69.0,Africa
3872,Egypt,2000,3.31,68334905.0,69.7,Africa
3873,Egypt,2001,3.24,69599945.0,69.7,Africa
3874,Egypt,2002,3.18,70908710.0,69.8,Africa
3875,Egypt,2003,3.13,72247626.0,69.8,Africa
3876,Egypt,2004,3.09,73596068.0,69.9,Africa
3877,Egypt,2005,3.05,74942115.0,70.1,Africa
3878,Egypt,2006,3.02,76274285.0,70.1,Africa
3879,Egypt,2007,2.99,77605327.0,70.3,Africa
3880,Egypt,2008,2.95,78976122.0,70.2,Africa
3881,Egypt,2009,2.92,80442443.0,70.1,Africa
3882,Egypt,2010,2.88,82040994.0,70.1,Africa
3883,Egypt,2011,2.85,83787634.0,70.4,Africa
3884,Egypt,2012,2.81,85660902.0,70.5,Africa
3885,Egypt,2013,2.77,87613909.0,71.0,Africa
3886,Egypt,2014,2.73,89579670.0,71.3,Africa
3887,Egypt,2015,2.7,91508084.0,71.5,Africa
3913,El Salvador,1960,6.73,2762897.0,52.02,North America
3914,El Salvador,1961,6.75,2843246.0,52.77,North America
3915,El Salvador,1962,6.75,2927861.0,53.5,North America
3916,El Salvador,1963,6.74,3015885.0,54.18,North America
3917,El Salvador,1964,6.7,3106186.0,54.81,North America
3918,El Salvador,1965,6.64,3197865.0,55.4,North America
3919,El Salvador,1966,6.57,3290397.0,55.93,North America
3920,El Salvador,1967,6.49,3383674.0,56.41,North America
3921,El Salvador,1968,6.4,3477702.0,56.84,North America
3922,El Salvador,1969,6.3,3572667.0,57.24,North America
3923,El Salvador,1970,6.2,3668592.0,57.57,North America
3924,El Salvador,1971,6.11,3765252.0,57.85,North America
3925,El Salvador,1972,6.01,3862132.0,58.07,North America
3926,El Salvador,1973,5.91,3958616.0,58.22,North America
3927,El Salvador,1974,5.82,4053958.0,58.33,North America
3928,El Salvador,1975,5.72,4147525.0,58.36,North America
3929,El Salvador,1976,5.62,4239205.0,58.33,North America
3930,El Salvador,1977,5.51,4328817.0,58.22,North America
3931,El Salvador,1978,5.39,4415625.0,58.09,North America
3932,El Salvador,1979,5.27,4498757.0,57.98,North America
3933,El Salvador,1980,5.14,4577683.0,57.96,North America
3934,El Salvador,1981,5.0,4652058.0,58.13,North America
3935,El Salvador,1982,4.87,4722272.0,58.53,North America
3936,El Salvador,1983,4.74,4789472.0,59.19,North America
3937,El Salvador,1984,4.61,4855280.0,60.11,North America
3938,El Salvador,1985,4.49,4920932.0,61.24,North America
3939,El Salvador,1986,4.37,4986528.0,62.54,North America
3940,El Salvador,1987,4.26,5051885.0,63.91,North America
3941,El Salvador,1988,4.15,5117577.0,65.28,North America
3942,El Salvador,1989,4.05,5184221.0,66.55,North America
3943,El Salvador,1990,3.95,5252082.0,67.7,North America
3944,El Salvador,1991,3.86,5321576.0,68.1,North America
3945,El Salvador,1992,3.78,5392142.0,68.9,North America
3946,El Salvador,1993,3.7,5461834.0,69.3,North America
3947,El Salvador,1994,3.61,5528012.0,69.6,North America
3948,El Salvador,1995,3.53,5588743.0,70.0,North America
3949,El Salvador,1996,3.43,5643363.0,70.3,North America
3950,El Salvador,1997,3.32,5692300.0,70.8,North America
3951,El Salvador,1998,3.2,5736075.0,71.0,North America
3952,El Salvador,1999,3.07,5775660.0,71.6,North America
3953,El Salvador,2000,2.93,5811836.0,71.9,North America
3954,El Salvador,2001,2.8,5844738.0,71.7,North America
3955,El Salvador,2002,2.68,5874301.0,72.5,North America
3956,El Salvador,2003,2.58,5900929.0,72.6,North America
3957,El Salvador,2004,2.5,5925089.0,72.8,North America
3958,El Salvador,2005,2.43,5947206.0,73.0,North America
3959,El Salvador,2006,2.39,5967556.0,73.3,North America
3960,El Salvador,2007,2.35,5986414.0,73.5,North America
3961,El Salvador,2008,2.32,6004199.0,73.7,North America
3962,El Salvador,2009,2.29,6021368.0,73.8,North America
3963,El Salvador,2010,2.26,6038306.0,74.1,North America
3964,El Salvador,2011,2.24,6055208.0,74.3,North America
3965,El Salvador,2012,2.21,6072233.0,74.5,North America
3966,El Salvador,2013,2.18,6089644.0,74.6,North America
3967,El Salvador,2014,2.16,6107706.0,74.8,North America
3968,El Salvador,2015,2.14,6126583.0,74.9,North America
3994,Equatorial Guinea,1960,5.51,252115.0,37.69,Africa
3995,Equatorial Guinea,1961,5.52,255100.0,38.04,Africa
3996,Equatorial Guinea,1962,5.53,257940.0,38.38,Africa
3997,Equatorial Guinea,1963,5.55,260990.0,38.73,Africa
3998,Equatorial Guinea,1964,5.57,264743.0,39.08,Africa
3999,Equatorial Guinea,1965,5.6,269427.0,39.44,Africa
4000,Equatorial Guinea,1966,5.62,275470.0,39.78,Africa
4001,Equatorial Guinea,1967,5.64,282445.0,40.13,Africa
4002,Equatorial Guinea,1968,5.66,288701.0,40.48,Africa
4003,Equatorial Guinea,1969,5.67,292014.0,40.82,Africa
4004,Equatorial Guinea,1970,5.68,290905.0,41.17,Africa
4005,Equatorial Guinea,1971,5.68,284915.0,41.52,Africa
4006,Equatorial Guinea,1972,5.68,274906.0,41.87,Africa
4007,Equatorial Guinea,1973,5.68,262399.0,42.21,Africa
4008,Equatorial Guinea,1974,5.68,249587.0,42.56,Africa
4009,Equatorial Guinea,1975,5.67,238240.0,42.91,Africa
4010,Equatorial Guinea,1976,5.68,228491.0,43.28,Africa
4011,Equatorial Guinea,1977,5.68,220352.0,43.65,Africa
4012,Equatorial Guinea,1978,5.69,215284.0,44.04,Africa
4013,Equatorial Guinea,1979,5.71,215014.0,44.44,Africa
4014,Equatorial Guinea,1980,5.73,220605.0,44.85,Africa
4015,Equatorial Guinea,1981,5.75,232934.0,45.26,Africa
4016,Equatorial Guinea,1982,5.78,251301.0,45.69,Africa
4017,Equatorial Guinea,1983,5.8,273199.0,46.11,Africa
4018,Equatorial Guinea,1984,5.83,295090.0,46.52,Africa
4019,Equatorial Guinea,1985,5.85,314407.0,46.92,Africa
4020,Equatorial Guinea,1986,5.87,330247.0,47.33,Africa
4021,Equatorial Guinea,1987,5.88,343290.0,47.73,Africa
4022,Equatorial Guinea,1988,5.89,354488.0,48.14,Africa
4023,Equatorial Guinea,1989,5.9,365451.0,48.52,Africa
4024,Equatorial Guinea,1990,5.9,377363.0,48.9,Africa
4025,Equatorial Guinea,1991,5.9,390381.0,48.7,Africa
4026,Equatorial Guinea,1992,5.9,404081.0,48.7,Africa
4027,Equatorial Guinea,1993,5.9,418409.0,48.6,Africa
4028,Equatorial Guinea,1994,5.9,433197.0,48.5,Africa
4029,Equatorial Guinea,1995,5.9,448332.0,48.5,Africa
4030,Equatorial Guinea,1996,5.89,463844.0,48.9,Africa
4031,Equatorial Guinea,1997,5.87,479836.0,50.3,Africa
4032,Equatorial Guinea,1998,5.85,496330.0,51.2,Africa
4033,Equatorial Guinea,1999,5.81,513347.0,52.0,Africa
4034,Equatorial Guinea,2000,5.77,530896.0,52.9,Africa
4035,Equatorial Guinea,2001,5.73,549007.0,54.0,Africa
4036,Equatorial Guinea,2002,5.68,567664.0,54.9,Africa
4037,Equatorial Guinea,2003,5.63,586772.0,55.3,Africa
4038,Equatorial Guinea,2004,5.57,606201.0,55.9,Africa
4039,Equatorial Guinea,2005,5.52,625866.0,56.0,Africa
4040,Equatorial Guinea,2006,5.46,645718.0,56.8,Africa
4041,Equatorial Guinea,2007,5.39,665798.0,57.1,Africa
4042,Equatorial Guinea,2008,5.31,686223.0,57.5,Africa
4043,Equatorial Guinea,2009,5.23,707155.0,58.0,Africa
4044,Equatorial Guinea,2010,5.14,728710.0,58.6,Africa
4045,Equatorial Guinea,2011,5.04,750918.0,58.7,Africa
4046,Equatorial Guinea,2012,4.95,773729.0,59.4,Africa
4047,Equatorial Guinea,2013,4.85,797082.0,60.5,Africa
4048,Equatorial Guinea,2014,4.75,820885.0,61.0,Africa
4049,Equatorial Guinea,2015,4.65,845060.0,61.0,Africa
4075,Eritrea,1960,6.9,1407631.0,39.03,Africa
4076,Eritrea,1961,6.87,1441297.0,39.35,Africa
4077,Eritrea,1962,6.84,1476321.0,39.69,Africa
4078,Eritrea,1963,6.81,1512671.0,40.04,Africa
4079,Eritrea,1964,6.78,1550297.0,40.41,Africa
4080,Eritrea,1965,6.75,1589187.0,40.81,Africa
4081,Eritrea,1966,6.73,1629333.0,41.22,Africa
4082,Eritrea,1967,6.71,1670821.0,41.66,Africa
4083,Eritrea,1968,6.69,1713846.0,42.1,Africa
4084,Eritrea,1969,6.67,1758668.0,42.56,Africa
4085,Eritrea,1970,6.65,1805480.0,43.02,Africa
4086,Eritrea,1971,6.64,1854395.0,43.47,Africa
4087,Eritrea,1972,6.63,1905406.0,43.92,Africa
4088,Eritrea,1973,6.62,1958444.0,44.35,Africa
4089,Eritrea,1974,6.62,2013382.0,44.75,Africa
4090,Eritrea,1975,6.61,2070145.0,45.14,Africa
4091,Eritrea,1976,6.62,2128597.0,45.49,Africa
4092,Eritrea,1977,6.62,2188806.0,45.8,Africa
4093,Eritrea,1978,6.62,2251129.0,46.09,Africa
4094,Eritrea,1979,6.63,2316054.0,46.38,Africa
4095,Eritrea,1980,6.63,2383858.0,46.66,Africa
4096,Eritrea,1981,6.63,2453689.0,46.97,Africa
4097,Eritrea,1982,6.62,2525005.0,47.33,Africa
4098,Eritrea,1983,6.61,2598626.0,47.74,Africa
4099,Eritrea,1984,6.59,2675717.0,48.21,Africa
4100,Eritrea,1985,6.57,2756493.0,48.77,Africa
4101,Eritrea,1986,6.55,2843141.0,49.38,Africa
4102,Eritrea,1987,6.54,2933871.0,50.06,Africa
4103,Eritrea,1988,6.52,3020278.0,50.8,Africa
4104,Eritrea,1989,6.5,3091083.0,51.58,Africa
4105,Eritrea,1990,6.49,3139083.0,52.4,Africa
4106,Eritrea,1991,6.47,3160644.0,53.4,Africa
4107,Eritrea,1992,6.44,3160617.0,54.9,Africa
4108,Eritrea,1993,6.4,3150811.0,56.2,Africa
4109,Eritrea,1994,6.35,3147871.0,57.0,Africa
4110,Eritrea,1995,6.29,3164095.0,57.8,Africa
4111,Eritrea,1996,6.23,3202598.0,58.4,Africa
4112,Eritrea,1997,6.16,3260612.0,59.0,Africa
4113,Eritrea,1998,6.09,3337227.0,58.8,Africa
4114,Eritrea,1999,6.02,3429656.0,52.2,Africa
4115,Eritrea,2000,5.94,3535156.0,37.6,Africa
4116,Eritrea,2001,5.86,3655006.0,59.9,Africa
4117,Eritrea,2002,5.77,3788532.0,60.0,Africa
4118,Eritrea,2003,5.68,3928408.0,59.9,Africa
4119,Eritrea,2004,5.58,4064958.0,60.0,Africa
4120,Eritrea,2005,5.48,4191273.0,59.9,Africa
4121,Eritrea,2006,5.37,4304440.0,60.0,Africa
4122,Eritrea,2007,5.27,4406299.0,60.1,Africa
4123,Eritrea,2008,5.16,4500638.0,60.1,Africa
4124,Eritrea,2009,5.06,4593549.0,60.1,Africa
4125,Eritrea,2010,4.97,4689664.0,60.1,Africa
4126,Eritrea,2011,4.88,4789568.0,60.2,Africa
4127,Eritrea,2012,4.79,4892233.0,60.3,Africa
4128,Eritrea,2013,4.7,4998824.0,60.4,Africa
4129,Eritrea,2014,4.61,5110444.0,60.6,Africa
4130,Eritrea,2015,4.52,5227791.0,60.7,Africa
4156,Estonia,1960,1.95,1216831.0,69.42,Europe
4157,Estonia,1961,1.95,1230521.0,69.74,Europe
4158,Estonia,1962,1.94,1245098.0,69.93,Europe
4159,Estonia,1963,1.95,1260239.0,69.99,Europe
4160,Estonia,1964,1.95,1275471.0,70.74,Europe
4161,Estonia,1965,1.97,1290437.0,70.81,Europe
4162,Estonia,1966,1.99,1305025.0,70.78,Europe
4163,Estonia,1967,2.01,1319284.0,71.08,Europe
4164,Estonia,1968,2.04,1333213.0,70.7,Europe
4165,Estonia,1969,2.07,1346854.0,70.4,Europe
4166,Estonia,1970,2.1,1360236.0,70.51,Europe
4167,Estonia,1971,2.12,1373336.0,70.71,Europe
4168,Estonia,1972,2.13,1386099.0,70.48,Europe
4169,Estonia,1973,2.13,1398497.0,70.83,Europe
4170,Estonia,1974,2.13,1410492.0,70.94,Europe
4171,Estonia,1975,2.11,1422070.0,70.26,Europe
4172,Estonia,1976,2.1,1433207.0,69.88,Europe
4173,Estonia,1977,2.08,1443926.0,70.01,Europe
4174,Estonia,1978,2.07,1454309.0,69.87,Europe
4175,Estonia,1979,2.06,1464468.0,69.66,Europe
4176,Estonia,1980,2.06,1474487.0,69.75,Europe
4177,Estonia,1981,2.08,1483938.0,69.62,Europe
4178,Estonia,1982,2.1,1492704.0,70.03,Europe
4179,Estonia,1983,2.13,1501490.0,69.95,Europe
4180,Estonia,1984,2.17,1511272.0,69.83,Europe
4181,Estonia,1985,2.19,1522477.0,69.97,Europe
4182,Estonia,1986,2.19,1536112.0,71.11,Europe
4183,Estonia,1987,2.17,1551288.0,71.13,Europe
4184,Estonia,1988,2.12,1564278.0,71.17,Europe
4185,Estonia,1989,2.04,1570051.0,70.73,Europe
4186,Estonia,1990,1.94,1565320.0,70.1,Europe
4187,Estonia,1991,1.83,1548287.0,69.6,Europe
4188,Estonia,1992,1.71,1520879.0,69.3,Europe
4189,Estonia,1993,1.6,1488120.0,68.2,Europe
4190,Estonia,1994,1.51,1457145.0,66.3,Europe
4191,Estonia,1995,1.43,1433076.0,67.7,Europe
4192,Estonia,1996,1.38,1417786.0,69.8,Europe
4193,Estonia,1997,1.34,1409718.0,70.0,Europe
4194,Estonia,1998,1.32,1406388.0,69.5,Europe
4195,Estonia,1999,1.31,1403821.0,70.2,Europe
4196,Estonia,2000,1.32,1399145.0,70.4,Europe
4197,Estonia,2001,1.34,1391754.0,70.0,Europe
4198,Estonia,2002,1.38,1382735.0,70.9,Europe
4199,Estonia,2003,1.42,1372890.0,71.5,Europe
4200,Estonia,2004,1.47,1363549.0,72.0,Europe
4201,Estonia,2005,1.52,1355662.0,72.5,Europe
4202,Estonia,2006,1.57,1349369.0,72.9,Europe
4203,Estonia,2007,1.6,1344233.0,73.0,Europe
4204,Estonia,2008,1.62,1339941.0,74.2,Europe
4205,Estonia,2009,1.63,1336013.0,74.9,Europe
4206,Estonia,2010,1.63,1332089.0,76.4,Europe
4207,Estonia,2011,1.62,1328068.0,76.3,Europe
4208,Estonia,2012,1.61,1324040.0,76.7,Europe
4209,Estonia,2013,1.6,1320050.0,77.5,Europe
4210,Estonia,2014,1.61,1316203.0,77.6,Europe
4211,Estonia,2015,1.62,1312558.0,77.8,Europe
4237,Ethiopia,1960,6.88,22151218.0,37.72,Africa
4238,Ethiopia,1961,6.88,22671131.0,38.35,Africa
4239,Ethiopia,1962,6.88,23221331.0,38.94,Africa
4240,Ethiopia,1963,6.87,23798378.0,39.49,Africa
4241,Ethiopia,1964,6.87,24396965.0,39.36,Africa
4242,Ethiopia,1965,6.86,25013551.0,38.13,Africa
4243,Ethiopia,1966,6.87,25641176.0,39.09,Africa
4244,Ethiopia,1967,6.88,26280771.0,41.09,Africa
4245,Ethiopia,1968,6.9,26945459.0,41.38,Africa
4246,Ethiopia,1969,6.94,27653622.0,41.65,Africa
4247,Ethiopia,1970,6.98,28414999.0,41.9,Africa
4248,Ethiopia,1971,7.02,29246170.0,42.14,Africa
4249,Ethiopia,1972,7.06,30135007.0,41.98,Africa
4250,Ethiopia,1973,7.09,31028728.0,39.85,Africa
4251,Ethiopia,1974,7.12,31855294.0,37.71,Africa
4252,Ethiopia,1975,7.14,32568539.0,38.78,Africa
4253,Ethiopia,1976,7.17,33144537.0,42.86,Africa
4254,Ethiopia,1977,7.2,33614153.0,42.41,Africa
4255,Ethiopia,1978,7.23,34053431.0,42.07,Africa
4256,Ethiopia,1979,7.27,34569428.0,42.74,Africa
4257,Ethiopia,1980,7.32,35239974.0,42.8,Africa
4258,Ethiopia,1981,7.36,36093319.0,42.87,Africa
4259,Ethiopia,1982,7.4,37109517.0,42.93,Africa
4260,Ethiopia,1983,7.42,38259376.0,42.5,Africa
4261,Ethiopia,1984,7.44,39493503.0,39.46,Africa
4262,Ethiopia,1985,7.44,40775997.0,35.43,Africa
4263,Ethiopia,1986,7.42,42097111.0,41.39,Africa
4264,Ethiopia,1987,7.39,43470219.0,43.95,Africa
4265,Ethiopia,1988,7.35,44908705.0,44.4,Africa
4266,Ethiopia,1989,7.3,46433604.0,44.82,Africa
4267,Ethiopia,1990,7.25,48057094.0,45.2,Africa
4268,Ethiopia,1991,7.19,49784987.0,46.9,Africa
4269,Ethiopia,1992,7.14,51602776.0,47.8,Africa
4270,Ethiopia,1993,7.09,53477944.0,48.4,Africa
4271,Ethiopia,1994,7.05,55366517.0,48.8,Africa
4272,Ethiopia,1995,7.0,57237226.0,49.2,Africa
4273,Ethiopia,1996,6.94,59076414.0,50.0,Africa
4274,Ethiopia,1997,6.86,60893264.0,50.6,Africa
4275,Ethiopia,1998,6.77,62707547.0,51.1,Africa
4276,Ethiopia,1999,6.66,64550161.0,50.6,Africa
4277,Ethiopia,2000,6.53,66443603.0,52.1,Africa
4278,Ethiopia,2001,6.38,68393128.0,52.7,Africa
4279,Ethiopia,2002,6.22,70391170.0,53.6,Africa
4280,Ethiopia,2003,6.05,72432290.0,54.3,Africa
4281,Ethiopia,2004,5.87,74506974.0,55.2,Africa
4282,Ethiopia,2005,5.69,76608431.0,56.1,Africa
4283,Ethiopia,2006,5.52,78735675.0,57.2,Africa
4284,Ethiopia,2007,5.35,80891968.0,58.6,Africa
4285,Ethiopia,2008,5.19,83079608.0,60.0,Africa
4286,Ethiopia,2009,5.04,85302099.0,61.2,Africa
4287,Ethiopia,2010,4.9,87561814.0,62.1,Africa
4288,Ethiopia,2011,4.77,89858696.0,62.9,Africa
4289,Ethiopia,2012,4.64,92191211.0,63.6,Africa
4290,Ethiopia,2013,4.52,94558374.0,64.2,Africa
4291,Ethiopia,2014,4.4,96958732.0,64.7,Africa
4292,Ethiopia,2015,4.28,99390750.0,65.2,Africa
4318,Fiji,1960,6.46,393383.0,55.7,Australia and Oceania
4319,Fiji,1961,6.28,407152.0,56.12,Australia and Oceania
4320,Fiji,1962,6.09,421576.0,56.54,Australia and Oceania
4321,Fiji,1963,5.88,436208.0,56.94,Australia and Oceania
